publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
A Better Politics : How Government Can Make Us Happier	978-1-907994-53-1								http://univ.scholarvox.com/catalog/book/docid/88832555	Dorling	88832555		fulltext		London Publishing Partnership	monograph	2013	2013						P
A chaque enjeu son business plan	978-2-311-00853-1	978-2-311-01199-9							http://univ.scholarvox.com/catalog/book/docid/88808310	Pic	88808310		fulltext		Vuibert	monograph	2012	2012						P
À chaque enjeu, son business plan	978-2-7117-9197-2								http://univ.scholarvox.com/catalog/book/docid/10207433	Pic	10207433		fulltext		Vuibert	monograph	2007	2007						P
A Class with Drucker : The Lost Lessons of the World's Greatest Management Teacher	978-0-8144-1418-7	978-0-8144-0954-1							http://univ.scholarvox.com/catalog/book/docid/88814781	Cohen	88814781		fulltext		Amacom	monograph	2009	2013						P
A collection of surveys on market experiments	978-1-118-79071-7								http://univ.scholarvox.com/catalog/book/docid/88826906	Noussair	88826906		fulltext		John Wiley & Sons	monograph	2013	2013						P
A Companion to Rawls	978-1-4443-3710-5	978-1-118-32841-5							http://univ.scholarvox.com/book/88839130	Mandle	88839130		fulltext		John Wiley & Sons	monograph	2014	2014						P
A Constitution for the European Union	978-0-262-02566-9	978-0-262-26863-9							http://univ.scholarvox.com/catalog/book/docid/88800207	Blankart	88800207		fulltext		MIT Press	monograph	2004	2004						P
A course in game theory	978-0-26265-040-3	978-0-26228-107-2							http://univ.scholarvox.com/book/88841810	Osborne	88841810		fulltext		Mit Press	monograph	1994	2017						P
A Crowdfunder's Strategy Guide : Build a Better Business by Building Community	978-1-62656-408-4	978-1-62656-409-1							http://univ.scholarvox.com/catalog/book/docid/88828737	Stegmaier	88828737		fulltext		Berrett-Koehler Publishers	monograph	2015	2015						P
A Cultural History of Causality : Science, Murder Novels, and Systems of Thought	978-0-691-12768-2	978-1-4008-2623-0							http://univ.scholarvox.com/catalog/book/docid/45004297	Kern	45004297		fulltext		Princeton University Press	monograph	2006	2006						P
