publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Limnology and Oceanography: E-Lectures		2164-0254	2009	1	1				http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%292164-0254		%28ISSN%292164-0254		fulltext	open access		serial								P
ETS Research Report Series	2330-8516		1979	1					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN) 2330-8516		(ISSN) 2330-8516		fulltext	previously: ETS Research Bulletin Series; open access		serial								P
Berichte der Bunsengesellschaft für Physikalische Chemie		0005-9021	1963	67	1	1998	102	12	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)0005-9021		(ISSN)0005-9021		fulltext	Berichte der Bunsengesellschaft für Physikalische Chemie 1963-1998; previously: Zeitschrift für Elektrochemie Berichte der Bunsengesellschaft für Physikalische Chemie 1953-1962; Zeitschrift für Elektrochemie und Angewandte Physikalische Chemie 1904-1950; Zeitschrift für Elektrochemie 1895-1903; Zeitschrift für Elektrotechnik und Elektrochemie 1894-1895		serial								P
Bulletin des Sociétés Chimiques Belges	0037-9646		1995	104	12	1996	105	5	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)0037-9646		(ISSN)0037-9646		fulltext	ceased: 1998		serial								P
Zeitschrift für Chemie	0044-2402		1961	1	1	1990	30	12	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)0044-2402		(ISSN)0044-2402		fulltext			serial								P
Recueil des Travaux Chimiques des Pays-Bas	0165-0513	1878-7096	1920	39	1	1996	115		http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)0165-0513		(ISSN)0165-0513		fulltext	previously: Recueil des Travaux Chimiques des Pays-Bas et de la Belgique 1897-1919; Recueil des Travaux Chimiques des Pays-Bas 1882-1896		serial								P
International Journal of Advertising	0265-0487	1759-3948	1996	15		1997	16		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)0265-0487		(ISSN)0265-0487		fulltext	transfer: Advertising Association/Holt, Rinehart and Winston		serial								P
Chinese Journal of Geophysics		0898-9591	2000	43	1				http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)0898-9591		(ISSN)0898-9591		fulltext	take-over: 2013 (American Geophysical Union)		serial								P
Bulletin of the Korean Chemical Society		1229-5949							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)10.1002(ISSN)1229-5949		(ISSN)10.1002(ISSN)1229-5949		fulltext	transfer in (2015):Korean Chemical Society		serial								P
ASLO Bulletin	1536-352X	1536-3538	1992	1	1	2001	10	2	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)10.1002(ISSN)1539-6088		(ISSN)10.1002(ISSN)1539-6088		fulltext	transfer in: Association for the Sciences of Limnology and Oceanography 2015		serial								P
Electronic Journal of Theoretical Chemistry		1082-4928	1996	1		1997	2		http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1082-4928		(ISSN)1082-4928		fulltext	ceased: 1997		serial								P
Journal of Computer-Mediated Communication		1083-6101	1995	1					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1083-6101		(ISSN)1083-6101		fulltext			serial								P
Philosophy and Public Affairs	0048-3915	1088-4963	1994	23	1				http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1088-4963		(ISSN)1088-4963		fulltext			serial								P
Milton Newsletter	0146-4922		1967	1	1	1967	3	4	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1094-348X		(ISSN)1094-348X		fulltext	Now: Milton Quarterly		serial								P
Biological Journal of the Linnean Society	0024-4066	1095-8312	1969	148	2	2016	116	4	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1095-8312		(ISSN)1095-8312		fulltext	Transfer out (2017): Oxford University Press		serial								P
Proceedings of the Linnean Society of London	0370-0461		1839	1	1	1968	179	2	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1095-8312a		(ISSN)1095-8312a		fulltext			serial								P
Botanical Journal of the Linnean Society	0024-4074	1095-8339	1969	62	1	2016	182	4	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1095-8339		(ISSN)1095-8339		fulltext	Transfer out (2017): Oxford University Press. now: Botanical Journal of the Linnean Society; previously: The Journal of the Linnean Society of London. Botany 1865-1968; Journal of the Proceedings of the Linnean Society. Botany 1856-1865		serial								P
