publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
« Être un bon parent » : une injonction contemporaine	9782810902606	9782810903191							https://www.cairn.info/etre-un-bon-parent-une-injonction-contemporaine--9782810902606.htm	Martin	etre-un-bon-parent-une-injonction-contemporaine--9782810902606		fulltext		Presses de l’EHESP	monograph	2014	2015				Lien social et politiques		P
@ la recherche du temps	9782749261768	9782749261775							https://www.cairn.info/a-la-recherche-du-temps--9782749261768.htm	Aubert	a-la-recherche-du-temps--9782749261768		fulltext		ERES	monograph	2018	2018				Sociologie clinique		P
« Pays de malheur ! »	9782707146779	9782707163448							https://www.cairn.info/pays-de-malheur--9782707146779.htm	Amrani	pays-de-malheur--9782707146779		fulltext		La Découverte	monograph	2005	2019				Poche / Essais		P
À l'école du salariat	9782130595410	9782130819271							https://www.cairn.info/a-l-ecole-du-salariat--9782130595410.htm	Pinto	a-l-ecole-du-salariat--9782130595410		fulltext		Presses Universitaires de France	monograph	2014	2018				Le Lien social		P
À quoi sert la sociologie&nbsp?	9782707144218	9782348036958							https://www.cairn.info/a-quoi-sert-la-sociologie--9782707144218.htm	Lahire	a-quoi-sert-la-sociologie--9782707144218		fulltext		La Découverte	monograph	2004	2010				Poche/Sciences humaines et sociales		P
À quoi servent les politiques de mémoire ?	9782724621259	9782724621273							https://www.cairn.info/a-quoi-servent-les-politiques-de-memoire--9782724621259.htm	Gensburger	a-quoi-servent-les-politiques-de-memoire--9782724621259		fulltext		Presses de Sciences Po	monograph	2017	2017				Hors collection		P
Accouchement anonyme et adoption plénière	9782845864191	9782811121464							https://www.cairn.info/accouchement-anonyme-et-adoption-pleniere--9782845864191.htm	Cahen	accouchement-anonyme-et-adoption-pleniere--9782845864191		fulltext		Editions Karthala	monograph	2004	2016				Questions d'Enfances		P
Accoucher	9782810904488	9782810904495							https://www.cairn.info/accoucher--9782810904488.htm	Knibiehler	accoucher--9782810904488		fulltext		Presses de l’EHESP	monograph	2016	2019		2e éd.		Métiers Santé Social		P
Actes manqués de la recherche	9782130458746	9782130671336							https://www.cairn.info/actes-manques-de-la-recherche--9782130458746.htm	Lourau	actes-manques-de-la-recherche--9782130458746		fulltext		Presses Universitaires de France	monograph	1994	2016				La Politique éclatée		P
Agir par la culture	9782916002583	9782916002675							https://www.cairn.info/agir-par-la-culture--9782916002583.htm	Arnaud	agir-par-la-culture--9782916002583		fulltext		Éditions de l'Attribut	monograph	2018	2019				La culture en questions		P
Agronomes et paysans	9782759201716	9782759207510							https://www.cairn.info/agronomes-et-paysans-un-dialogue-fructueux--9782759201716.htm	Pochon	agronomes-et-paysans-un-dialogue-fructueux--9782759201716		fulltext		Editions Quæ	monograph	2008	2012				Sciences en questions		P
Ailleurs	9782749239811	9782749239828							https://www.cairn.info/ailleurs--9782749239811.htm	Bornstein	ailleurs--9782749239811		fulltext		ERES	monograph	2014	2014				Hors collection		P
