publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	bestppn
Panard	2824-0391	2968-8477	2022	1	1				https://shs.cairn.info/revue-panard?lang=fr		revue-panard		fulltext		Éditions de l'Attribut	serial								P	261156217
Corps & Psychisme	2496-4476	2553-6087	2016	69	1				https://shs.cairn.info/revue-corps-et-psychisme?lang=fr		revue-corps-et-psychisme		fulltext		Association de la revue Corps et Psychisme	serial								P	195020715
Revue Française De Psychosomatique	1164-4796	2105-2603	1991	6	1				https://shs.cairn.info/revue-francaise-de-psychosomatique?lang=fr		revue-francaise-de-psychosomatique		fulltext		Presses Universitaires de France	serial								P	111200822
Présence Haptonomique	2103-8570	2968-1286	1990	1	1				https://shs.cairn.info/revue-presence-haptonomique?lang=fr		revue-presence-haptonomique		fulltext		CIRDH – Frans Veldman	serial								P	264432622
Psychosomatique Relationnelle		2272-916X	2013	1	1				https://shs.cairn.info/revue-psychosomatique-relationnelle?lang=fr		revue-psychosomatique-relationnelle		fulltext		Centre international de psychosomatique	serial								P	178359602
Art Et Thérapie			2014	118	1				https://shs.cairn.info/revue-art-et-therapie?lang=fr		revue-art-et-therapie		fulltext		Art et thérapie	serial								P	
Spirale - Revue De Recherches En Éducation	0994-3722	2118-724X	2016	58	1				https://shs.cairn.info/revue-spirale-revue-de-recherches-en-education?lang=fr		revue-spirale-revue-de-recherches-en-education		fulltext		Association pour la Recherche en Éducation	serial								P	132926806
Le Droit De Vivre	0999-2774		2024	692	1				https://shs.cairn.info/le-droit-de-vivre?lang=fr		le-droit-de-vivre		fulltext		Le Droit de Vivre	serial								P	235220345
Research In Psychoanalysis	1767-5448	1965-0213	2016	21	1	2018	2	N° 26	https://shs.cairn.info/revue-research-in-psychoanalysis?lang=fr		revue-research-in-psychoanalysis		fulltext		Association Recherches en psychanalyse	serial								P	112132928
Recherche Et Cas En Sciences De Gestion	2646-6546	2678-0631	2017	17	1				https://shs.cairn.info/revue-recherche-et-cas-en-sciences-de-gestion?lang=fr		revue-recherche-et-cas-en-sciences-de-gestion		fulltext		EMS Éditions	serial								P	236575651
Politiques De Communication	2271-068X	2426-5977	2013	1	1				https://shs.cairn.info/revue-politiques-de-communication?lang=fr		revue-politiques-de-communication		fulltext		Presses universitaires de Grenoble	serial								P	182657043
Politiques & Management Public	0758-1726	2119-4831	2017	34	1				https://shs.cairn.info/revue-politiques-et-management-public?lang=fr		revue-politiques-et-management-public		fulltext		JLE Éditions	serial								P	157752984
Hegel	2269-0530	2115-452X	2011	1	1				https://stm.cairn.info/revue-hegel?lang=fr		revue-hegel		fulltext		Association pour la revue HEGEL	serial								P	152610766
Champ Psy	2260-2100	2273-1571	2010	57	1	2015	2	N° 68	https://shs.cairn.info/revue-champ-psy?lang=fr		revue-champ-psy		fulltext		L’Esprit du temps	serial								P	178719013
Recherches Internationales	0294-3069	2823-961X	2022	124	1				https://shs.cairn.info/revue-recherches-internationales?lang=fr		revue-recherches-internationales		fulltext		Association Paul Langevin	serial								P	261909525
Légipresse	2681-6415	2824-2475	2019	61	HS1				https://droit.cairn.info/revue-legipresse?lang=fr		revue-legipresse		fulltext		Dalloz	serial								P	256712131
Management & Avenir - Pedagogia		3036-1974	2023	1	1				https://shs.cairn.info/revue-pedagogia?lang=fr		revue-pedagogia		fulltext		Management Prospective Éditions	serial								P	276621360
Revue Trimestrielle Des Droits De L'homme	0777-3579		2019	117	1				https://droit.cairn.info/revue-trimestrielle-des-droits-de-l-homme?lang=fr		revue-trimestrielle-des-droits-de-l-homme		fulltext		Anthemis	serial								P	254648614
