publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
« Je cherche les traces de ma mère »	9782746707917								https://www.cairn.info/je-cherche-les-traces-de-ma-mere--9782746707917.htm	Piketty	je-cherche-les-traces-de-ma-mere--9782746707917		fulltext		Autrement	monograph	2006	2012				Passions complices		P
À quoi sert l'histoire des sciences ?	9782759200825	9782759207503							https://www.cairn.info/a-quoi-sert-l-histoire-des-sciences--9782759200825.htm	Morange	a-quoi-sert-l-histoire-des-sciences--9782759200825		fulltext		Editions Quæ	monograph	2008	2012				Sciences en questions		P
Alésia	9782847348446	9791021000308							https://www.cairn.info/alesia--9782847348446.htm	Le Bohec	alesia--9782847348446		fulltext		Tallandier	monograph	2012	2016				L’Histoire en batailles		P
Amsterdam au temps de Spinoza	9782130425939	9782130664857							https://www.cairn.info/amsterdam-au-temps-de-spinoza--9782130425939.htm	Méchoulan	amsterdam-au-temps-de-spinoza--9782130425939		fulltext		Presses Universitaires de France	monograph	1990	2016				Questions		P
Anne Boleyn : Les 40 mois qui ont fait l'Angleterre	9782262003586	9782262055127							https://www.cairn.info/anne-boleyn-les-40-mois--9782262003586.htm	Vercors	anne-boleyn-les-40-mois--9782262003586		fulltext		Éditions Perrin	monograph	1985	2016				Hors collection		P
Arabes de langue, Juifs de religion	9782912946393	9782356760616							https://www.cairn.info/arabes-de-langue-juifs-de-religion--2912946395.htm	Bresc	arabes-de-langue-juifs-de-religion--2912946395		fulltext		Editions Bouchène	monograph	2001	2016				Bibliothèque de la Méditerranée		P
Aragon retrouvé	9791021008427	9791021008434							https://www.cairn.info/aragon-retrouve--9791021008427.htm	Daix	aragon-retrouve--9791021008427		fulltext		Tallandier	monograph	2015	2015				Hors collection		P
Arcadie	9782746713277								https://www.cairn.info/arcadie--9782746713277.htm	Jackson	arcadie--9782746713277		fulltext		Autrement	monograph	2009	2013				Sexe en tous genres		P
Archéologie de la perspective	9782130560005	9782130639725							https://www.cairn.info/archeologie-de-la-perspective--9782130560005.htm	Vinciguerra	archeologie-de-la-perspective--9782130560005		fulltext		Presses Universitaires de France	monograph	2007	2015				Lignes d'art		P
Archéologie de l’esclavage colonial	9782348056192	9782348056888							https://www.cairn.info/archeologie-de-l-esclavage-colonial--9782707178961.htm	Delpuech	archeologie-de-l-esclavage-colonial--9782707178961		fulltext		La Découverte	monograph	2014	2019				Recherches		P
Archives au présent	9782842927431	9782842927455							https://www.cairn.info/archives-au-present--9782842927431.htm	Nardin	archives-au-present--9782842927431		fulltext		Presses universitaires de Vincennes	monograph	2018	2019				Esthétiques hors cadre		P
Archives secrètes du cinéma français (1945-1975)	9782130574866	9782130640998							https://www.cairn.info/archives-secretes-du-cinema-francais-1945-1975--9782130574866.htm	Garreau	archives-secretes-du-cinema-francais-1945-1975--9782130574866		fulltext		Presses Universitaires de France	monograph	2009	2015				Perspectives critiques		P
Aristocrates et grands commis à la cour de Vienne (1748-1791)	9782271053824	9782271112453							https://www.cairn.info/aristocrates-et-grands-commis-a-la-cour-de-vienne--978227105824.htm	Lebeau	aristocrates-et-grands-commis-a-la-cour-de-vienne--978227105824		fulltext		C.N.R.S. Editions	monograph	1996	2018				De l'Allemagne		P
Art et Industrie	9782708409385								https://www.cairn.info/art-et-industrie-xviii-xxi-e-siecle--9782708409385.htm	Lamard	art-et-industrie-xviii-xxi-e-siecle--9782708409385		fulltext		Editions Picard	monograph	2013	2015				Histoire industrielle et société		P
Art et philosophie, ville et architecture	9782707141484	9782348036965							https://www.cairn.info/art-et-philosophie--9782707141484.htm	Younès	art-et-philosophie--9782707141484		fulltext		La Découverte	monograph	2003	2010				Armillaire		P
Au péril des guerres de Religion	9782130729945								https://www.cairn.info/au-peril-des-guerres-de-religion--9782130729945.htm	Crouzet	au-peril-des-guerres-de-religion--9782130729945		fulltext		Presses Universitaires de France	monograph	2015	2019				Hors collection		P
Au service du roi	9791021010048	9791021010055							https://www.cairn.info/au-service-du-roi--9791021010048.htm	da Vinha	au-service-du-roi--9791021010048		fulltext		Tallandier	monograph	2015	2015				Hors collection		P
Auguste, maître du monde	9791021003323	9791021003330							https://www.cairn.info/auguste-maitre-du-monde--9791021003323.htm	Cosme	auguste-maitre-du-monde--9791021003323		fulltext		Tallandier	monograph	2014	2015				L’Histoire en batailles		P
Aux origines du miracle grec	9782130437123	9782130667490							https://www.cairn.info/aux-origines-du-miracle-grec--9782130437123.htm	Corvisier	aux-origines-du-miracle-grec--9782130437123		fulltext		Presses Universitaires de France	monograph	1993	2016				Histoires		P
Avenirs et avant-gardes en France XIXe-XXe siècles	9782707130389	9782707170606							https://www.cairn.info/avenirs-et-avant-gardes-en-france--9782707130389.htm	Fridenson	avenirs-et-avant-gardes-en-france--9782707130389		fulltext		La Découverte	monograph	1999	2013				TAP/HIST Contemporaine		P
Barbie, Touvier, Papon	9782746702639								https://www.cairn.info/barbie-touvier-papon--9782746702639.htm	Jean	barbie-touvier-papon--9782746702639		fulltext		Autrement	monograph	2002	2011				Mémoires/Histoire		P
Beaux-arts et archétypes	9782130421740	9782402000161							https://www.cairn.info/beaux-arts-et-archetypes--9782130421740.htm	Durand	beaux-arts-et-archetypes--9782130421740		fulltext		Presses Universitaires de France	monograph	1989	2017				Hors collection		P
Bismarck	9782724609080								https://www.cairn.info/bismarck--9782724609085.htm	Kott	bismarck--9782724609085		fulltext		Presses de Sciences Po	monograph	2003	2013				Facettes		P
Brève relation de l’expulsion des Juifs d’Oran en 1669	9782912946003	9782356761088							https://www.cairn.info/breve-relation-de-l-expulsion-des-juifs-d-oran--291294600X.htm	de Sotomayor y Valenzuela	breve-relation-de-l-expulsion-des-juifs-d-oran--291294600X		fulltext		Editions Bouchène	monograph	1998	2016				Histoire du Maghreb		P
Byzance	9782708407817								https://www.cairn.info/byzance-villes-et-campagnes--9782708407817.htm	Kaplan	byzance-villes-et-campagnes--9782708407817		fulltext		Editions Picard	monograph	2006	2015				Les médiévistes français		P
Camerone	9782847348507	9791021000339							https://www.cairn.info/camerone--9782847348507.htm	Comor	camerone--9782847348507		fulltext		Tallandier	monograph	2012	2015				L’Histoire en batailles		P
Camps de femmes	9782746700284								https://www.cairn.info/camps-de-femmes--9782746700284.htm	Gilzmer	camps-de-femmes--9782746700284		fulltext		Autrement	monograph	2000	2012				Mémoires/Histoire		P
Carthage	9782262066727								https://www.cairn.info/carthage--9782262066727.htm	Melliti	carthage--9782262066727		fulltext		Éditions Perrin	monograph	2016	2017				Synthèses Historiques		P
Ces officiers qui ont dit non à la torture	9782746707184								https://www.cairn.info/ces-officiers-qui-ont-dit-non-a-la-torture--9782746707184.htm	Jauffret	ces-officiers-qui-ont-dit-non-a-la-torture--9782746707184		fulltext		Autrement	monograph	2005	2012				Mémoires/Histoire		P
Charlemagne	9782262044237								https://www.cairn.info/charlemagne--9782262044237.htm	Minois	charlemagne--9782262044237		fulltext		Éditions Perrin	monograph	2014	2017				Tempus		P
Charles le Téméraire	9791021007116	9791021007123							https://www.cairn.info/charles-le-temeraire--9791021007116.htm	Brion	charles-le-temeraire--9791021007116		fulltext		Tallandier	monograph	2014	2015				Texto		P
Charles VII	9782262039752								https://www.cairn.info/charles-vii--9782262039752.htm	Contamine	charles-vii--9782262039752		fulltext		Éditions Perrin	monograph	2017	2019				Biographies		P
