publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
3D Data Processing Visualization and Transmission, International Symposium on			2002						http://ieeexplore.ieee.org/servlet/opac?punumber=1000000		1000000		fulltext		IEEE	Serial								P
3-D Digital Imaging and Modeling (3DIM), International Conference on	1550-6185		1997						http://ieeexplore.ieee.org/servlet/opac?punumber=1000001		1000001		fulltext		IEEE	Serial								P
Acoustics, Speech, and Signal Processing (ICASSP), International Conference on	1520-6149		1976						http://ieeexplore.ieee.org/servlet/opac?punumber=1000002		1000002		fulltext		IEEE	Serial								P
Active Middleware Services, International Workshop on			2001						http://ieeexplore.ieee.org/servlet/opac?punumber=1000003		1000003		fulltext		IEEE	Serial								P
Actual Problems of Electron Devices Engineering, (APEDE), International Conference on			2002						http://ieeexplore.ieee.org/servlet/opac?punumber=1000004		1000004		fulltext		IEEE	Serial								P
Adhesive Joining and Coating Technology in Electronics Manufacturing, International Conference on			1998						http://ieeexplore.ieee.org/servlet/opac?punumber=1000005		1000005		fulltext		IEEE	Serial								P
Advanced Intelligent Mechatronics, IEEE/ASME (AIM) International Conference on			1997						http://ieeexplore.ieee.org/servlet/opac?punumber=1000006		1000006		fulltext		IEEE	Serial								P
Advanced Issues of E-Commerce and Web-Based Information Systems (WECWIS), International Workshop on			1999						http://ieeexplore.ieee.org/servlet/opac?punumber=1000007		1000007		fulltext		IEEE	Serial								P
Advanced Information Networking and Applications (AINA), International Conference on	1550-445X		2003						http://ieeexplore.ieee.org/servlet/opac?punumber=1000008		1000008		fulltext		IEEE	Serial								P
Advanced Learning Technologies (IWALT), International Conference on	2161-3761		2001						http://ieeexplore.ieee.org/servlet/opac?punumber=1000009		1000009		fulltext		IEEE	Serial								P
Advanced Learning Technologies (IWALT), International Workshop on			2000						http://ieeexplore.ieee.org/servlet/opac?punumber=1000010		1000010		fulltext		IEEE	Serial								P
Advanced Mobile Robot, Euromicro Workshop on			1996						http://ieeexplore.ieee.org/servlet/opac?punumber=1000011		1000011		fulltext		IEEE	Serial								P
Advanced Motion Control (AMC), International Workshop on	1943-6572		1996						http://ieeexplore.ieee.org/servlet/opac?punumber=1000012		1000012		fulltext		IEEE	Serial								P
Advanced Packaging Materials, International Symposium on	1550-5723		1997						http://ieeexplore.ieee.org/servlet/opac?punumber=1000013		1000013		fulltext		IEEE	Serial								P
Advanced Research in Asynchronous Circuits and Systems, International Symposium on	1522-8681		1994						http://ieeexplore.ieee.org/servlet/opac?punumber=1000014		1000014		fulltext		IEEE	Serial								P
Advanced Research in VLSI, Conference on	1522-869X		1995						http://ieeexplore.ieee.org/servlet/opac?punumber=1000015		1000015		fulltext		IEEE	Serial								P
Advanced Robotics (ICAR), International Conference on			1991						http://ieeexplore.ieee.org/servlet/opac?punumber=1000016		1000016		fulltext		IEEE	Serial								P
Advanced Semiconductor Devices and Microsystems (ASDAM), International Conference on			1998						http://ieeexplore.ieee.org/servlet/opac?punumber=1000017		1000017		fulltext		IEEE	Serial								P
Advanced Semiconductor Manufacturing, IEEE/SEMI Conference and Workshop	1078-8743		1990						http://ieeexplore.ieee.org/servlet/opac?punumber=1000018		1000018		fulltext		IEEE	Serial								P
Advanced Thermal Processing of Semiconductors (RTP), International Conference on	1944-0251		2001						http://ieeexplore.ieee.org/servlet/opac?punumber=1000019		1000019		fulltext		IEEE	Serial								P
Aerospace and Electronics (NAECON), IEEE National Conference	0547-3578		1988						http://ieeexplore.ieee.org/servlet/opac?punumber=1000022		1000022		fulltext		IEEE	Serial								P
Aerospace Applications , IEEE Conference			1988						http://ieeexplore.ieee.org/servlet/opac?punumber=1000023		1000023		fulltext		IEEE	Serial								P
Aerospace , IEEE Conference	1095-323X		1997						http://ieeexplore.ieee.org/servlet/opac?punumber=1000024		1000024		fulltext		IEEE	Serial								P
AFRICON Conference	2153-0025		1992						http://ieeexplore.ieee.org/servlet/opac?punumber=1000025		1000025		fulltext		IEEE	Serial								P
Agile Development Conference			2003						http://ieeexplore.ieee.org/servlet/opac?punumber=1000026		1000026		fulltext		IEEE	Serial								P
AI Systems in Government , Annual Conference			1989						http://ieeexplore.ieee.org/servlet/opac?punumber=1000027		1000027		fulltext		IEEE	Serial								P
AI, Simulation, and Planning in High Autonomy Syslems, AnnualConference of			1990						http://ieeexplore.ieee.org/servlet/opac?punumber=1000028		1000028		fulltext		IEEE	Serial								P
Algorithms and Architectures for Parallel Processing (ICAP), IEEE International Conference on			1995						http://ieeexplore.ieee.org/servlet/opac?punumber=1000029		1000029		fulltext		IEEE	Serial								P
American Control Conference (ACC)	0743-1619		1982						http://ieeexplore.ieee.org/servlet/opac?punumber=1000030		1000030		fulltext		IEEE	Serial								P
Analog and Mixed IC Design, IEEE-CAS Region 8 Workshop on			1996						http://ieeexplore.ieee.org/servlet/opac?punumber=1000031		1000031		fulltext		IEEE	Serial								P
Antennas and Propagation for Wireless Communications, IEEE-APS Conference on			1998						http://ieeexplore.ieee.org/servlet/opac?punumber=1000032		1000032		fulltext		IEEE	Serial								P
Antennas and Propagation Society International Symposium	1522-3965		1963						http://ieeexplore.ieee.org/servlet/opac?punumber=1000033		1000033		fulltext		IEEE	Serial								P
Antennas, Propagation and EM Theory (ISAPE), International Symposium on			2000						http://ieeexplore.ieee.org/servlet/opac?punumber=1000034		1000034		fulltext		IEEE	Serial								P
Application of Concurrency to System Design, International Conference on	1550-4808		1998						http://ieeexplore.ieee.org/servlet/opac?punumber=1000035		1000035		fulltext		IEEE	Serial								P
Application Specific Array Processors, International Conference on	1063-6862		1990						http://ieeexplore.ieee.org/servlet/opac?punumber=1000036		1000036		fulltext		IEEE	Serial								P
Application Specific Systems (ASAP), Architectures and Processors, International Conference on	2160-0511		1996						http://ieeexplore.ieee.org/servlet/opac?punumber=1000037		1000037		fulltext		IEEE	Serial								P
Applications and the Internet (SAINT), Workshops on			2001						http://ieeexplore.ieee.org/servlet/opac?punumber=1000038		1000038		fulltext		IEEE	Serial								P
